id;title;author;author_id;publisher;publisher_id;date;pubPlace;pubPlace_id;pages;stamp
Moreau3117_GBOOKS;Relation de ce qui s'est passé à Paris depuis l'enlavement du roi jusqu'à présent, envoyée aux provinces.;;;;isni:0000000123698534;1649;Paris;geonames:2988507;8;False
Moreau1123_GBOOKS;Discours fait par les députés du parlement de Provence dans le parlement de Paris, toutes les chambres assemblées, ensemble la réponse de monsieur le premier président, avec l'arrêt de ladite cour, des 15 et 28 janvier 1649.;;;;isni:0000000123698534;1649;Paris;geonames:2988507;6;False
Moreau1886_GBOOKS;Lettre d'un milord d'Angleterre, écrite à la reine régente, à Saint-Germain-en-Laye, sur les affaires de France et d'Angleterre, traduite par le sieur Du Pelletier.;Du Pelletier, Pierre;isni:0000000073678147;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;True
Moreau3766_MAZ;Testament solennel du cardinal Mazarin par lui fait au temps des barricades et trouvé depuis sa sortie de Paris en son cabinet, daté du 29 août 1648, avec l'avertissement de la vente de ses biens, etc., suivant l'arrêt de la cour du mois précédent.;;isni:0000000121755355;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;16;True
Moreau1540_GBOOKS;Harangue à messieurs les échevins et bourgeois de Paris, touchant tout ce qui s'est passé depuis les barricades jusqu'à présent, par le sieur Drazor, Champenois.;;isni:000000038974880X;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;True
Moreau1650_MAZ;Histoire tragique de trois magisiens (sic), qui ont accusé à la mort Mazarin, en Italie, par le sieur H. R . Drazor, Champenois.;Rozard, N.;isni:0000000391335916;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;7;True
Moreau2985_GBOOKS;Recit de ce qui s'est passé a l'emprisonnement du pere de Jules Mazarin;Rozard, N.;isni:0000000391335916;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;False
Moreau1732_GBOOKS;Italie (l') vengée de son tyran par les armes des bons François, par le sieur N. R. (Rozard), champenois.;Rozard, N.;isni:0000000391335916;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;False
Moreau1675_GBOOKS;Idole (l') renversée, ou le Ministre d'État puni, par D. P. P. sieur de Carigny.;;viaf:309700747;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;True
Moreau572_GBOOKS;Balet ridicule des nieces de Mazarin, ou leur theatre renversé en France. Par P.D.P. sieur de Carigny.;Carigny (De), D.P.P.;;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;11;False
Moreau3910_GBOOKS;Union (l') des bons François et le panégyrique qu'ils présentent à nos seigneurs du Parlement.;;;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;False
Moreau503_GBOOKS;Avis d’un hermite solitaire à Mazarin, sur les conspirations qu’il a faites contre nos seigneurs de Beaufort et de Vendôme.;;;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;7;False
Moreau2564_GBOOKS;Objet (l') de la haine publique, ou la Honte du ministre d'État découverte.;;;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;False
Moreau3554_MAZ;Robe (la) sanglante de Jules Mazarin, ou les Véritables récits des fourbes, des impostures et autres vices, par le sieur de Mirand, gentilhomme cécilien (sic).;;;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;12;True
Moreau1665_GALL;Horoscope (l') de Jules Mazarin, naïvement et fidèlement expliquée (sic) des Centuries de M. Nostrodamus, tant du passé, présent qu'avenir, ensemble des épithètes et thême céleste sur toutes les lettres de son nom et surnom. Le pourtrait de son Père .;;;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;True
Moreau4026_MAZ;Vie (la) infâme de la Maltaute (sic), dédiée aux curieux par les peuples de Paris.;;;Musnier, François;isni:0000000140388204;1649;Paris;geonames:2988507;8;True
Moreau2698_MAZ;Paris triomphant et consolé par l'heureux retour de Leurs Majestés en cette ville.;;;Julien, Jean;isni:0000000357084279;1649;Paris;geonames:2988507;7;True
Moreau1368_MAZ;Factum servant au procès criminel fait au cardinal Mazarin, touchant ses intelligences avec les étrangers ennemis de l'État.;;;Guillemot, Veuve de Jean;isni:0000000359773502;1649;Paris;geonames:2988507;8;True
Moreau2218_MAZ;Lettre écrite de Madrid par un gentilhomme es pagnol à un sien ami, par laquelle il lui découvre une partie des intrigues du cardinal Mazarin, traduite de l'espagnol en françois.;;;Guillemot, Veuve de Jean;isni:0000000359773502;1649;Paris;geonames:2988507;7;True
Moreau1766_GBOOKS;Judicieux (le) refus du Parlement de donner au dience aux deux hérauts.;;;Guillemot, Veuve de Jean;isni:0000000359773502;1649;Paris;geonames:2988507;8;False
Moreau1403_GBOOKS;Foudre (la) du bureau et du monopole, en vers scarroniens.;;;Clément, Philippe;isni:0000000360431147;1649;Paris;geonames:2988507;8;False
Moreau3807_GBOOKS;Très-humble et chrétienne remontrance à la reine régente sur les malheurs présents de l'État.;Machon, Louis;isni:000000001027361X;Langlois, Jacques;isni:0000000360940558;1649;Paris;geonames:2988507;14;True
Moreau475_MAZ;Avis à M le cardinal Mazarin, sur le sujet de sa sortie hors le royaume de France.;;;Langlois, Jacques;isni:0000000360940558;1649;Paris;geonames:2988507;8;True
Moreau3797_GBOOKS;Traité de paix de l'âme avec son dieu, dédié à monseigneur le duc de Beaufort, duc et pair de France, propre à ce saint temps.;;;Langlois, Jacques;isni:0000000360940558;1649;Paris;geonames:2988507;8;True
Moreau3suppl62_MAZ;Observations curieuses sur l’État et gouvernement de France, avec les noms, dignitez et familles principales, comme il est en la présente année 1649.;;;Langlois, Jacques;isni:0000000360940558;1649;Paris;geonames:2988507;31;True
Moreau1915_GBOOKS;Lettre de consolation à la reine d'Angleterre.;;;Langlois, Jacques;isni:0000000360940558;1649;Paris;geonames:2988507;12;True
Moreau1788_GALL;Justes (les) reproches de la France à monsieur le prince de Condé.;;;Langlois, Jacques;isni:0000000360940558;1649;Paris;geonames:2988507;8;True
Moreau384_GBOOKS;Arrhes de la paix universelle sur les cérémonies et allégresses, faites à Rome pour le roi très-chrétien Louis XIV, dit Dieudonné, présentés à la reine régenté à Saint-Germain-en-Laye.;Labbé, Jacques;viaf:89186376;Petrinal, Jean;isni:0000000360953009;1649;Paris;geonames:2988507;16;True
Moreau1761_GALL;Journal et éclaircissement des affaire présentes.;;;Pétrinal, Jean;isni:0000000360953009;1649;Paris;geonames:2988507;9;True
Moreau2132_GALL;Lettre du R. P. N. Caussin, de la compagnie de Jésus, à une personne illustre sur sa curiosité des horoscopes.;Caussin, Nicolas;isni:0000000110632827;Béchet, Denys;isni:0000000361002686;1649;Paris;geonames:2988507;10;True
Moreau780_GBOOKS;Consultation et ordonnance des médecins de l’État pour la purgation de la France malade, par le sieur Du Teil.;Du Teil, Jean;isni:0000000054900937;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;8;False
Moreau2794_MAZ;Plaintes du Carnaval et de la foire Saint-Germain, en vers burlesques.;Laffemas, Laurent de;isni:0000000063037063;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;8;True
Moreau1522_MAZ;Guerre (la) civile, en vers burlesques.;Laffemas, Laurent de;isni:0000000063037063;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;11;True
Moreau2957_MAZ;Rabais (le) du pain, en vers burlesques.;Laffemas, Laurent de;isni:0000000063037063;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;7;True
Moreau1922_MAZ;Lettre de consolation envoyée à madame la duchesse de Rohan sur la mort de feu M. le duc de Rohan, son fils, surnommé Tancrède.;Cyrano de Bergerac, Savinien de;isni:0000000112972841;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;8;True
Moreau1975_GBOOKS;Lettre de M. de Balzac à monseigneur le duc de Beaufort, du 31 janvier 1649.;Balzac, Jean-Louis Guez de;isni:0000000114443046;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;7;False
Moreau2730_MAZ;Passeport, (le) et l'adieu de Mazarin, en vers burlesques.;Scarron, Paul;isni:0000000120990126;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;11;True
Moreau43_GBOOKS;Adieu (l’) du sieur Catalan envoyé de Saint-Germain au sieur de La Raillère dans la Bastille;Catelan, François;viaf:100157340588109920570;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;8;True
Moreau2692_GALL;Paris débloqué, ou les Passages ouverts, en vers burlesques.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;11;True
Moreau1395_GBOOKS;Fin (la) tragique de tous les partisans, arrivée de temps en temps, et tirée de l’histoire de France.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;8;False
Moreau1321_GBOOKS;Examen sur les affaires du temps.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;12;True
Moreau829_GBOOKS;Courrier (le) extravagant, portant toutes sortes de nouvelles extravagantes de toutes sortes de lieux, tant de France que des pays étrangers.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;11;False
Moreau2731_GALL;Passetemps (le) de Villejuif, en vers burlesques.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;9;True
Moreau1073_GALL;Dialogue contenant la dispute et l’accord de la Paix et de la Guerre, en vers burlesques.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;11;True
Moreau1887_GBOOKS;Lettre d'un Normand aux fendeurs de nazeaux de ce temps, qui ont peur de mourir pour leur patrie.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;10;False
Moreau2325_GBOOKS;Louange de feu monsieur le marquis de Clanleu, tué à Charenton en combattant pour le service du roi et du Parlement, avec cette épigraphe: Dulce et decorum est pro patriâ mori.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;7;True
Moreau2326_GBOOKS;Louange de la générosité des Parisiens pendant le siége de leur ville.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;8;True
Moreau40_GALL; L'adieu de Mazarin. Burlesque.;;;Huot, Claude;isni:0000000362335140;1649;Paris;geonames:2988507;8;False
Moreau394_MAZ;"Arrivee (l') du duc de Guise en la ville de Bourg, cinq lieues de Bordeaux, avec deux mille Espagnols; ensemble l'ordre du roi d'Espagne, envoyé à l'archiduc Léopold, de lever toutes les garnisons de France, pour assister MM. les princes.";;isni:0000000373848590;Chouqueux, André;isni:0000000364435102;1649;Paris;geonames:2988507;7;True
Moreau3137_MAZ;Relation de la paix de la ville de Bordeaux et de la province de Guyenne, faite par l'entremise de monseigneur l'archevêque de Bordeaux, le 4 juin 1649.;;;Du Crocq, Jean;isni:0000000364655957;1649;Paris;geonames:2988507;12;True
Moreau854_GALL;Curieuse (la) et plaisante guerre des plaideurs en vogue, en vers burlesques.;;;Crocq (Du), Jean;isni:0000000364655957;1649;Paris;geonames:2988507;11;True
Moreau3463_MAZ;Requête à monseigneur le maréchal de Villeroy, gouverneur de la personne du roi , touchant le retardement de son retour dans sa bonne ville de Paris, en vers burlesques.;;;Du Crocq, Jean;isni:0000000364655957;1649;Paris;geonames:2988507;8;True
Moreau1563_GALL;Harangue faite à la reine, à Amiens, par E. P.;;;du Crocq, Jean;isni:0000000364655957;1649;Paris;geonames:2988507;8;True
Moreau1883_MAZ;Lettre d'un inconnu envoyée à un sien ami à Saint-Germain-en-Laye, en vers burlesques.;Sarasin, Jean-François;isni:0000000118096563;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;7;True
Moreau1805_GBOOKS;Larmes (les) et complaintes de la reine d'Angleterre sur la mort de son époux, à l'imitation des quatrains du sieur de Pibrac, par David Ferrand.;Ferrand, David;isni:0000000121174331;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;8;True
Moreau1470_GBOOKS;Gazette (la) des halles, sur les affaires du temps. Première nouvelle.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;7;False
Moreau1469_GALL;Gazette (la) de la place Maubert, ou Suite de la Gazette des halles, touchant les affaires du temps. Second nouvelle.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;14;True
Moreau1suppl193_MAZ;Raisons (les) ou les motifs véritables de la deffense du Parlement, etc;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;22;True
Moreau1360_GBOOKS;Factum contenant les justes défenses des rentiers de l’Hôtel de Ville de Paris, et les moyens véritables de la sûreté de leurs rentes et de leur conservation.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;35;True
Moreau473_MAZ;Avis à messieurs du parlement, sur la continuation de la trève et suspension d’armes.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;6;True
Moreau2227_GBOOKS;Lettre envoyée à la reine de Suède pour la divertir de prendre les armes contre les Parisiens, par un bon et véritable François.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;7;False
Moreau3582_GBOOKS;Sanglante (la) dispute arrivée sur le jeu entre le cardinal Mazarin et l'abbé de La Rivière à Saint-Germain-en-Laye.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;8;False
Moreau2469_MAZ;Mine (la) éventée de Jules Mazarin par un ingénieur, avec un sonnet à monseigneur le duc de Beaufort.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;8;False
Moreau688_GALL;Chasse (la) à Mazarin.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;7;True
Moreau676_GBOOKS;Centuries (les) de la naissance de Jules Mazarin, apportee (sic) de Sicile par un courrier à Saint-Germain-en-Laye.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;8;True
Moreau1117_GALL;Discours des misèrês de ce temps, dédié au duc de Beaufort.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;8;True
Moreau2905_GALL;Pronostic (le) sur les affaires de notre temps.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;8;True
Moreau3009_GALL;Recit veritable de ce qui s'est passé aux barricades de l'annee mil cinq cens quatre vingt huict, depuis le septiesme may, jusques au dernier juin ensuivant. Descrites en vers burlesque.;;;Mettayer, Michel;isni:0000000366954336;1649;Paris;geonames:2988507;14;True
Moreau1899_GBOOKS;Lettre d'une bourgeoise de la paroisse Saint-Eustache présentée à Mademoiselle, suppliant Son Altesse de vouloir agir pour la paix du royaume.;Nervèze, Suzanne de;isni:0000000061373231;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;12;True
Moreau1894_GBOOKS;Lettre d'un religieux de Compiègne, écrite à un notable bourgeois de Paris, sur les assurances d'amitié que Leurs Majestés donnent à leur dite ville, contre les faux bruits que sèment les perturbateurs de l'État.;Davesne, François;isni:0000000081559834;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;8;False
Moreau168_MAZ;Arrêt de la cour de parlement de Bordeaux, portant injonction à tous les marchands du haut pays de faire descendre, par la Garonne, des bleds sur le port et havre de la présente ville, pour subvenir à la nécessité de Paris.;;isni:0000000119572170;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;6;False
Moreau1790_GBOOKS;Justes (les) soupirs et pitoyables regrets des bons Anglois sur la mort de très auguste et très redouté monarque Charles, roi de la Grande-Bretagne et d'Hybernie, etc., lequel a été proditoirement décapité par quelques-uns de ses sujets rebelles, devant son propre palais à Londres, composés premièrement en vers latins, et depuis traduits en (vers) françois, par J. R .;Rozard, Jean;isni:0000000403592312;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;12;False
Moreau2655_MAZ;Palme (la) présentée au roi et à la reine à Saint Germain-en-Laye, le jour des Rameaux, pour un symbole de paix.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;8;True
Moreau1327_GBOOKS;Exemplum sine exemplo in orbe christiano, vel etiàm Ethnico, nempè serenissimi regis Caroli, Magnæ Britanniæ et Hyberniæ augustissimi monarchæ, à nonnullis subditis suis, scilicet rebellibus, et post homines natos immanissimis parricidis, crudeliter et indignè obtruncati et capite percussi, etiàm antè ipsius ædes palatinas, vulgò dictas Albam Aulam, propè fanum Westmonasteriense.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;8;True
Moreau3885_GALL;Triomphes (les) de la piété sur les mauvaises maximes d'une cour prophane (sic), représentés en la vie d'une des plus illustres dames de notre temps.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;26;True
Moreau2556_GBOOKS;Nouvelles (les) assurées de la paix et les joies et les souhaits des Parisiens pour l'arrivée de Leurs Majestés dans leur bonne ville de Paris.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;7;False
Moreau1659_MAZ;Homme (l') indifférent, en vers burlesques.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;8;True
Moreau4069_GBOOKS;Vrai (le) François à messieurs de Paris sur les actions héroïques des généraux des armées du roi et de nos seigneurs du Parlement.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;8;False
Moreau901_MAZ;Déclaration du roy.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;7;True
Moreau1121_GALL;Discours facétieux et politique, en vers burlesques, sur toutes les affaires du temps, par O. D. C.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;15;True
Moreau1901_GBOOKS;Lettre d'une religieuse présentée au roi et à la reine régente, le premier février 1649, pour obtenir la paix.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;7;False
Moreau1916_GBOOKS;Lettre de consolation à la reine d'Angleterre sur la mort du roi son mari et ses dernières paroles.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;8;False
Moreau1558_GBOOKS;Harangue (la) du Courrier extraordinaire envoyée (sic) par notre Saint-Père le Pape à la reine régente.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;7;True
Socard84_MAZ;Tombeav (Le) de l'Espagne ou les victoires des Francois;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;22;True
Moreau2074_GBOOKS;Lettre des milords d'Angleterre à leur nouveau roi, ci-devant prince de Galles, à présent dans la ville de Bredan (sic) en Hollande, et le désaveu de l'exécrable meurtre commis en la personne du roi, son père, traduite d'anglois en françois.;;;Sassier, Guillaume;isni:0000000367213580;1649;Paris;geonames:2988507;6;True
Moreau56_GALL;Agréable récit de ce qui s’est passé aux dernières barricades de Paris, décrites en vers burlesques.;l'Aubespine Verderonne (De) , Claude-Charles;isni:0000000000029242;Bessin, Nicolas;isni:0000000371172953;1649;Paris;geonames:2988507;23;True
Moreau3851_GALL;Les triolets de la Cour;Scarron, Paul;isni:0000000120990126;Bessin, Nicolas;isni:0000000371172953;1649;Paris;geonames:2988507;10;False
Moreau1031_GALL;Dernières (les) barricades de Paris, en vers burlesques, avec autres vers, envoyés à M. Scarron, sur l'arrivée d'un convoi à Paris.;;;Bessin, Nicolas;isni:0000000371172953;1649;Paris;geonames:2988507;16;True
Moreau3501_GALL;Requête présentée à monseigneur le Prince par les vignerons de son gouvernement de Bourgogne, en vers burlesques.;;;Bessin, Nicolas;isni:0000000371172953;1649;Paris;geonames:2988507;12;True
Moreau2500_GBOOKS;Motifs (les) de l'union des bourgeois de Paris avec le Parlement, représentés à la reine, servans (sic) de réponse aux libelles jettés dans Paris, où est découverte la fausse politique des deux ministres cardinaux.;;;Bessin, Nicolas;isni:0000000371172953;1649;Paris;geonames:2988507;8;True
Moreau2996_GBOOKS;Recit exact et fidel de ce qui s'est passé a la conference de Ruel, pour la negotiation de la paix.;;;Bessin, Nicolas;isni:0000000371172953;1649;Paris;geonames:2988507;26;True
Moreau2076_GBOOKS;Lettre des peuples de la province de Poitou, envoyée à nos seigneurs du Parlement de Paris, sur le sujet des partisans et maltotiers.;;;Bessin, Nicolas;isni:0000000371172953;1649;Paris;geonames:2988507;8;False
Moreau259_MAZ;Arrêt de confirmation de la cour de parlement, du 8 janvier 1649, donné contre le cardinal Mazarin.;;isni:0000000121755355;Bouillerot, Jérémie;isni:000000037117481X;1649;Paris;geonames:2988507;4;True
Moreau1657_GBOOKS;Homme (l') de bien à monseigneur le prince de Condé.;;;Bouillerot, Jérémie;isni:000000037117481X;1649;Paris;geonames:2988507;8;True
Moreau683_pp.7-8_GBOOKS;Chant royal du siége de Paris, dédié à monseigneur de Beaufort;Barrois (De), H.;isni:0000000061693956;Sevestre, Louis;isni:000000038598758X;1649;Paris;geonames:2988507;11;False
Moreau1603_GBOOKS;Harangue faite par monseigneur le duc de Beaufort aux soldats parisiens.;Bourbon-Vendôme, duc de Beaufort, François de;isni:000000012095909X;Sevestre, Louis;isni:000000038598758X;1649;Paris;geonames:2988507;6;False
Moreau1084_GALL;Dialogue (le) de Saint-Germain en Laye en forme de tragédie, par lequel on remarquera la fidélité des Parisiens au roi, dédié à monseigneur le duc de Beaufort, par le S. D. B. P. C. D. S. M. Première partie.;Dubosc de Montandré, Claude;isni:0000000121002759;Sevestre, Louis;isni:000000038598758X;1649;Paris;geonames:2988507;11;True
Moreau2775_GBOOKS;Plainte à la reine des dames qui ont leurs maris dans l'armée mazarine.;;;Sevestre, Louis;isni:000000038598758X;1649;Paris;geonames:2988507;6;False
Moreau1101_GBOOKS;Discours adressé aux soldats françois, dédié à M. Deslandes Payen, conseiller au parlement.;;;Sevestre, Louis;isni:000000038598758X;1649;Paris;geonames:2988507;16;True
Moreau1276_GBOOKS;Espérance (l') de la paix et de l'abondance des vivres à Paris.;;;Sevestre, Louis;isni:000000038598758X;1649;Paris;geonames:2988507;8;True
Moreau431_GBOOKS;Attaques (les) et prise de Charenton, la mort de M. de Clanleu, la blessure mortelle de M. de ChâtilIon, les plaintes et regrets qu'en fait M. le prince, et la réponse généreuse de M. de Châtillon à M. le prince avant mourir(sic).;;;Feugé, Robert;isni:000000043524489X;1649;Paris;geonames:2988507;8;False
Moreau2788_GBOOKS;Plaintes de la France à monseigneur le Prince.;;;Feugé, Robert;isni:000000043524489X;1649;Paris;geonames:2988507;7;False
Moreau2441_GBOOKS;Méditations sur tous les jours de la semaine sainte, présentées à la reine.;;;Feugé, Robert;isni:000000043524489X;1649;Paris;geonames:2988507;11;False
Moreau1919_GBOOKS;Lettre de consolation d'un bon père hermite écrite aux Parisiens, attendant l'heureuse victoire que Dieu leur prépare et promet en bref sur les ennemis jurés de sa gloire, de l'État et du peuple.;;;Feugé, Robert;isni:000000043524489X;1649;Paris;geonames:2988507;8;False
Moreau1545_GBOOKS;Harangue d'un capitaine allemand, faite à la reine de France.;;;Feugé, Robert;isni:000000043524489X;1649;Paris;geonames:2988507;8;True
Moreau3032_MAZ;Récit véritable de ce qui s'est fait et passé à Rome et à Venise par Sa Sainteté et par la république contre Jules Mazarin.;;;Feugé, Robert;isni:000000043524489X;1649;Paris;geonames:2988507;8;False
Moreau1952_GBOOKS;Lettre de madame la princesse douairière de Condé envoyée au prince de Condé, son fils, sur les armes qu'il a prises injustement contre la France.;Montmorency (De), Charlotte-Marguerite;isni:0000000106554782;Musnier, Jean;isni:0000000459823861;1649;Paris;geonames:2988507;7;True
Moreau4034_GALL;Visages (les) qui se démontent, en vers bur lesques.;;;Musnier, Jean;isni:0000000459823861;1649;Paris;geonames:2988507;7;False
Moreau2684_GALL;Paranymphe (le) du roi par Nicolas Jamin, Tourangeau.;Jamin, Nicolas;isni:0000000114743022;Gasse, Nicolas;isni:0000000495787829;1649;Paris;geonames:2988507;14;True
Moreau1862_GBOOKS;Lettre d'un docteur de l'Université de Paris à la reine régente, à Saint-Germain-en-Laye, sur le sujet de la paix.;Griveau, Martin;viaf:146181410;Gasse, Nicolas;isni:0000000495787829;1649;Paris;geonames:2988507;8;True
Moreau1496_GBOOKS;Gentilhomme (le)françois armé de toutes pièces pour le service du roi, adressé à messieurs les princes et autres seigneurs de la cour.;;;Gasse, Nicolas;isni:0000000495787829;1649;Paris;geonames:2988507;7;True
Moreau3707_GBOOKS;Soupirs (les) des Parisiens sur l'absence du roi.;;;Gasse, Nicolas;isni:0000000495787829;1649;Paris;geonames:2988507;7;True
Moreau4017_MAZ;Vers burlesques per l'honnor d'un chiamato Julio, ensemble le passage de Jules Mazarin, avec le récit des pièces qui ont été trouvées dans son inventaire, présent un commissaire, et en l'absence de Varin.;;;Gasse, Nicolas;isni:0000000495787829;1649;Paris;geonames:2988507;14;True
Moreau1206_GALL;Éloge du cœur royal de monseigneur le duc de Beaufort, pair de France, etc., et de ses généreuses actions à Saint-Denys.;;;Gasse, Nicolas;isni:0000000495787829;1649;Paris;geonames:2988507;8;True
Moreau1598_GBOOKS;Harangue faite au roi par monsieur Talon, son avocat général au Parlement de Paris.;Talon, Omer;isni:0000000108628124;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;7;False
Moreau1501_GBOOKS;Glorieux (les) travaux du Parlement pour le maintien de l'autorité du roi et pour le soulagement de ses peuples, par L . D . M . E . J. Du Bail.;Du Bail, Louis Moreau;isni:0000000116952813;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;16;False
Moreau80_GBOOKS;Anagrammes sur l'auguste nom de sa majesté très-chrétienne Louis quatorzième du nom, roi de France et de Navarre, dédiées à la reine par le sieur Douet , écuyer, sieur de Rom Croissant.;Douet, Jean;isni:0000000375032296;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;8;False
Moreau3538_GALL;Réveil-matin (le) des curieux touchant les regrets de la petite Nichon, poëme burlesque sur l'amprisonnement (sic) des Princes.;;viaf:202034862;Noel, François;isni:0000000506791357;1649;Paris;geonames:2988507;7;True
Moreau1404_MAZ;Foudroiement (le) des géants mazarinistes, abîmés sous les ruines du fameux et désolé bourg de Charenton.;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;8;True
Moreau139_GBOOKS;Apparition (l') de la guerre et de la paix à l'hermite du mont Valérien, et le dialogue de ce religieux avec un gentilhormme, sur les desseins pernicieux du cardinal Mazarin, sur le mérite du sacerdoce et la gloire du parlement.;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;16;True
Moreau3721_MAZ;Subtilité (la) du cardinal Mazarin découverte sur la conférence faite à Ruel pour la paix.;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;7;True
Moreau3746_GBOOKS;Tableau (le) des tyrans favoris, et la description des malversations qu'ils commettent dans les Etats qu'ils gouvernent, envoyé par l'Espagne à la France.;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;12;True
Moreau2512_MAZ;Moyen assuré pour bien ménager le blé des bourgeois et remédier à la cherté du pain dans Paris, pour l'effet duquel il y aura, dès le commencement du mois de décembre prochain 1649, un magasin dans la rue des Rosiers, à côté de la vieille rue du Temple, au petit hôtel d'O (où étoit autrefois l'académie de Benjamin).;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;7;True
Moreau2593_MAZ;Ombre (l') du grand Armand, cardinal, duc de Richelieu, parlant à Jules Mazarin.;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;11;True
Moreau3596_GALL;Satyrique (le), ou le Mazarin métamorphosé.;;;Noel, François;isni:0000000506791357;1649;Paris;geonames:2988507;7;True
Moreau1679_MAZ;Illustre (l') prince duc de Beaufort, exilé, rétabli, et remis au trône de sa gloire.;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;16;True
Moreau1627_GBOOKS;Héros (le) parisien aux vrais François;;;Noël, François;isni:0000000506791357;1649;Paris;geonames:2988507;8;False
